"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 05, 2019","1,907.25","1,912.88","1,914.38","1,903.50","-","0.20%"
"Feb 04, 2019","1,903.50","1,900.50","1,905.00","1,867.25","-","1.94%"
"Feb 01, 2019","1,867.25","1,867.25","1,901.00","1,864.75","-","-1.78%"
"Jan 31, 2019","1,901.00","1,900.75","1,906.00","1,897.25","-","0.07%"
"Jan 30, 2019","1,899.75","1,894.00","1,900.00","1,882.25","-","0.93%"
"Jan 29, 2019","1,882.25","1,887.00","1,888.00","1,856.50","-","1.39%"
"Jan 28, 2019","1,856.50","1,864.25","1,912.75","1,857.75","-","-2.94%"
"Jan 25, 2019","1,912.75","1,907.00","1,914.50","1,884.75","-","1.49%"
"Jan 24, 2019","1,884.75","1,886.00","1,907.25","1,869.00","-","-1.18%"
"Jan 23, 2019","1,907.25","1,898.00","1,910.55","1,883.50","-","1.26%"
"Jan 22, 2019","1,883.50","1,892.50","1,894.75","1,850.50","0.02K","1.78%"
"Jan 21, 2019","1,850.50","1,846.25","1,867.75","1,845.25","-","-1.04%"
"Jan 18, 2019","1,870.00","1,865.00","1,866.50","1,853.25","-","0.90%"
"Jan 17, 2019","1,853.25","1,851.13","1,856.13","1,828.38","-","0.05%"
"Jan 16, 2019","1,852.25","1,854.00","1,868.46","1,836.00","-","0.65%"
"Jan 15, 2019","1,840.25","1,845.75","1,847.50","1,818.00","-","1.22%"
"Jan 14, 2019","1,818.00","1,820.25","1,825.25","1,814.22","0.38K","0.25%"
"Jan 11, 2019","1,813.50","1,818.75","1,840.75","1,812.00","-","-1.48%"
"Jan 10, 2019","1,840.75","1,835.00","1,839.25","1,829.75","-","0.52%"
"Jan 09, 2019","1,831.25","1,830.75","1,847.40","1,826.00","-","-0.60%"
"Jan 08, 2019","1,842.25","1,842.25","1,860.25","1,840.50","-","-0.97%"
"Jan 07, 2019","1,860.25","1,859.50","1,864.00","1,850.25","-","0.54%"
"Jan 04, 2019","1,850.25","1,855.50","1,858.25","1,817.50","-","1.80%"
"Jan 03, 2019","1,817.50","1,822.50","1,825.00","1,773.00","-","2.51%"
"Jan 02, 2019","1,773.00","1,777.75","1,822.75","1,764.00","-","-2.73%"
"Dec 31, 2018","1,822.75","1,827.75","1,830.50","1,816.75","-","-0.26%"
"Dec 27, 2018","1,827.50","1,834.75","1,869.75","1,831.50","-","-2.26%"
"Dec 24, 2018","1,869.75","1,860.75","1,885.75","1,858.75","-","-0.85%"
"Dec 21, 2018","1,885.75","1,885.00","1,891.90","1,883.50","-","-0.13%"
"Dec 20, 2018","1,888.25","1,891.00","1,903.50","1,887.63","-","-0.75%"
"Dec 19, 2018","1,902.50","1,889.25","1,905.81","1,881.50","-","0.14%"
"Dec 18, 2018","1,899.75","1,901.38","1,917.38","1,900.63","-","-0.96%"
"Dec 17, 2018","1,918.25","1,914.13","1,918.00","1,902.25","-","0.89%"
"Dec 14, 2018","1,901.25","1,908.50","1,915.33","1,906.18","-","-0.72%"
"Dec 13, 2018","1,915.00","1,921.25","1,925.25","1,915.00","-","-0.53%"
"Dec 12, 2018","1,925.25","1,927.00","1,931.63","1,926.25","-","-0.32%"
"Dec 11, 2018","1,931.50","1,933.50","1,952.90","1,928.50","-","-0.12%"
"Dec 10, 2018","1,933.75","1,933.75","1,956.50","1,933.75","-","-1.16%"
"Dec 07, 2018","1,956.50","1,969.75","1,972.18","1,943.00","-","0.69%"
"Dec 06, 2018","1,943.00","1,949.00","1,978.50","1,945.75","0.45K","-1.73%"
"Dec 05, 2018","1,977.25","1,979.25","1,981.50","1,975.75","-","-0.20%"
"Dec 04, 2018","1,981.25","1,976.25","1,987.86","1,971.00","-","-0.03%"
"Dec 03, 2018","1,981.75","1,981.25","1,990.90","1,966.75","-","0.76%"
"Nov 30, 2018","1,966.75","1,962.25","1,965.00","1,945.72","0.20K","1.03%"
"Nov 29, 2018","1,946.75","1,936.75","1,945.75","1,936.75","-","0.52%"
"Nov 28, 2018","1,936.75","1,937.00","1,939.75","1,927.90","0.21K","0.25%"
"Nov 27, 2018","1,932.00","1,922.75","1,952.25","1,921.75","-","-1.05%"
"Nov 26, 2018","1,952.50","1,949.75","1,954.00","1,941.50","-","0.06%"
"Nov 23, 2018","1,951.25","1,948.25","1,952.50","1,940.25","-","0.05%"
"Nov 22, 2018","1,950.25","1,955.75","1,958.25","1,953.00","-","-0.41%"
"Nov 21, 2018","1,958.25","1,960.25","1,961.00","1,944.25","-","0.72%"
"Nov 20, 2018","1,944.25","1,941.50","1,944.00","1,932.50","0.26K","0.61%"
"Nov 19, 2018","1,932.50","1,926.50","1,937.00","1,925.75","-","-0.23%"
"Nov 16, 2018","1,937.00","1,926.75","1,927.25","1,908.50","-","1.49%"
"Nov 15, 2018","1,908.50","1,923.00","1,929.50","1,915.25","-","-1.09%"
"Nov 14, 2018","1,929.50","1,932.00","1,933.75","1,926.00","-","0.18%"
"Nov 13, 2018","1,926.00","1,929.13","1,937.38","1,927.38","-","-0.41%"
"Nov 12, 2018","1,934.00","1,937.00","1,949.75","1,933.00","-","-0.85%"
"Nov 09, 2018","1,950.50","1,949.00","1,984.50","1,948.75","-","-1.71%"
"Nov 08, 2018","1,984.50","1,980.50","1,994.25","1,942.00","0.03K","0.34%"
"Nov 07, 2018","1,977.75","1,980.50","1,982.50","1,942.00","-","1.84%"
"Nov 06, 2018","1,942.00","1,940.75","1,964.00","1,939.25","-","-1.12%"
"Nov 05, 2018","1,964.00","1,968.25","1,970.74","1,963.01","-","-0.23%"
"Nov 02, 2018","1,968.50","1,969.75","1,979.46","1,958.25","-","0.52%"
"Nov 01, 2018","1,958.25","1,964.25","1,975.30","1,947.00","-","0.58%"
"Oct 31, 2018","1,947.00","1,948.25","1,964.51","1,897.50","-","-0.64%"
"Oct 30, 2018","1,959.50","1,975.75","1,975.75","1,957.50","0.03K","-0.82%"
"Oct 29, 2018","1,975.75","1,976.50","1,994.25","1,974.50","-","-0.93%"
"Oct 26, 2018","1,994.25","1,989.75","1,989.75","1,979.11","-","0.43%"
"Oct 25, 2018","1,985.75","1,985.50","1,994.97","1,985.50","-","-0.31%"
"Oct 24, 2018","1,992.00","1,999.25","2,000.00","1,992.50","-","-0.25%"
"Oct 23, 2018","1,997.00","2,009.00","2,009.00","2,004.25","-","-0.65%"
"Oct 22, 2018","2,010.00","2,014.75","2,021.63","2,010.50","-","-0.02%"
"Oct 19, 2018","2,010.50","2,017.25","2,035.25","2,007.50","0.29K","-0.63%"
"Oct 18, 2018","2,023.25","2,017.25","2,030.75","2,016.83","-","-0.37%"
"Oct 17, 2018","2,030.75","2,030.25","2,039.00","2,024.75","-","-0.40%"
"Oct 16, 2018","2,039.00","2,041.50","2,041.50","2,031.00","-","0.39%"
"Oct 15, 2018","2,031.00","2,043.50","2,057.25","2,030.25","0.36K","-0.17%"
"Oct 12, 2018","2,034.50","2,025.50","2,040.43","2,014.50","-","0.99%"
"Oct 11, 2018","2,014.50","2,020.50","2,044.00","2,017.25","-","-1.44%"
"Oct 10, 2018","2,044.00","2,035.50","2,053.00","2,035.50","-","-0.44%"
"Oct 09, 2018","2,053.00","2,053.75","2,067.50","2,053.75","-","-0.70%"
"Oct 08, 2018","2,067.50","2,069.00","2,132.00","2,058.50","-","-3.03%"
"Oct 05, 2018","2,132.00","2,131.75","2,171.50","2,111.25","-","-1.82%"
"Oct 04, 2018","2,171.50","2,171.00","2,205.00","2,159.57","-","-1.52%"
"Oct 03, 2018","2,205.00","2,105.25","2,242.00","2,079.00","0.80K","4.53%"
"Oct 02, 2018","2,109.50","2,105.25","2,113.34","2,079.00","-","1.47%"
"Oct 01, 2018","2,079.00","2,075.50","2,077.75","2,056.00","-","1.12%"
"Sep 28, 2018","2,056.00","2,042.00","2,051.75","2,020.00","-","1.78%"
"Sep 27, 2018","2,020.00","2,014.75","2,053.75","2,014.75","-","-1.64%"
"Sep 26, 2018","2,053.75","2,038.25","2,054.50","2,038.25","-","-0.01%"
"Sep 25, 2018","2,054.00","2,046.50","2,049.59","2,041.50","-","0.61%"
"Sep 24, 2018","2,041.50","2,028.25","2,074.50","2,028.25","-","-1.59%"
"Sep 21, 2018","2,074.50","2,063.00","2,071.50","2,023.50","-","2.52%"
"Sep 20, 2018","2,023.50","2,037.50","2,037.50","2,007.50","-","1.02%"
"Sep 19, 2018","2,003.00","2,005.75","2,012.50","2,000.62","-","-0.47%"
"Sep 18, 2018","2,012.50","2,015.00","2,036.75","2,003.25","0.14K","0.01%"
"Sep 17, 2018","2,012.25","2,015.00","2,022.75","2,012.00","0.56K","0.26%"
"Sep 14, 2018","2,007.00","1,999.00","2,029.00","1,999.00","-","-1.08%"
"Sep 13, 2018","2,029.00","2,010.00","2,030.88","2,010.00","-","0.05%"
"Sep 12, 2018","2,028.00","2,019.75","2,028.50","2,008.50","-","0.97%"
"Sep 11, 2018","2,008.50","2,013.75","2,060.25","2,009.00","-","-2.51%"
"Sep 10, 2018","2,060.25","2,045.50","2,061.00","2,036.25","-","1.18%"
"Sep 07, 2018","2,036.25","2,030.25","2,038.00","2,008.00","-","1.41%"
"Sep 06, 2018","2,008.00","2,021.75","2,044.25","2,015.25","-","-1.77%"
"Sep 05, 2018","2,044.25","2,039.00","2,051.15","2,039.00","-","0.22%"
"Sep 04, 2018","2,039.75","2,041.75","2,076.25","2,040.88","-","-1.76%"
"Sep 03, 2018","2,076.25","2,104.50","2,109.50","2,070.50","0.21K","-1.58%"
"Aug 31, 2018","2,109.50","2,104.00","2,118.25","2,104.00","-","-0.41%"
"Aug 30, 2018","2,118.25","2,114.75","2,156.75","2,112.25","-","-1.79%"
"Aug 29, 2018","2,156.75","2,144.00","2,157.25","2,119.00","-","1.78%"
"Aug 28, 2018","2,119.00","2,118.63","2,119.13","2,080.38","0.80K","1.79%"
"Aug 24, 2018","2,081.75","2,073.25","2,082.85","2,061.75","-","0.97%"
"Aug 23, 2018","2,061.75","2,058.50","2,061.50","2,052.00","-","0.48%"
"Aug 22, 2018","2,052.00","2,051.75","2,052.25","2,041.50","-","0.51%"
"Aug 21, 2018","2,041.50","2,052.50","2,052.75","2,042.00","-","-0.12%"
"Aug 20, 2018","2,044.00","2,046.50","2,046.50","2,018.25","-","1.28%"
"Aug 17, 2018","2,018.25","2,023.75","2,038.00","2,020.25","-","-0.97%"
"Aug 16, 2018","2,038.00","2,039.00","2,039.00","2,015.50","-","1.12%"
"Aug 15, 2018","2,015.50","2,019.25","2,064.00","2,017.36","-","-2.35%"
"Aug 14, 2018","2,064.00","2,069.25","2,082.50","2,062.95","-","-0.89%"
"Aug 13, 2018","2,082.50","2,083.25","2,106.00","2,080.84","-","-0.26%"
"Aug 10, 2018","2,088.00","2,066.00","2,089.25","2,062.25","-","1.25%"
"Aug 09, 2018","2,062.25","2,053.00","2,087.75","2,053.00","0.22K","-1.22%"
"Aug 08, 2018","2,087.75","2,084.75","2,091.13","2,017.25","0.03K","3.49%"
"Aug 07, 2018","2,017.25","2,014.50","2,020.50","2,014.50","-","-0.16%"
"Aug 06, 2018","2,020.50","2,028.75","2,028.75","2,022.35","-","0.66%"
"Aug 03, 2018","2,007.25","2,008.50","2,021.50","2,007.50","-","-0.40%"
"Aug 02, 2018","2,015.25","2,022.25","2,022.25","2,019.63","-","-1.02%"
"Aug 01, 2018","2,036.00","2,040.75","2,067.25","2,038.50","-","-1.51%"
"Jul 31, 2018","2,067.25","2,066.25","2,080.50","2,066.25","-","-0.64%"
"Jul 30, 2018","2,080.50","2,065.75","2,081.25","2,058.50","-","1.07%"
"Jul 27, 2018","2,058.50","2,040.00","2,040.00","2,040.00","-","0.27%"
"Jul 26, 2018","2,053.00","2,051.25","2,051.25","2,051.25","-","0.27%"
"Jul 25, 2018","2,047.50","2,049.25","2,049.25","2,049.25","-","-1.18%"
"Jul 24, 2018","2,072.00","2,069.25","2,069.25","2,069.25","-","0.69%"
"Jul 23, 2018","2,057.75","2,061.25","2,061.25","2,061.25","-","1.67%"
"Jul 20, 2018","2,024.00","2,029.25","2,029.25","2,029.25","-","1.87%"
"Jul 19, 2018","1,986.75","1,990.25","1,990.25","1,990.25","-","-1.24%"
"Jul 18, 2018","2,011.75","2,020.75","2,020.75","2,011.25","-","-0.24%"
"Jul 17, 2018","2,016.50","2,017.00","2,017.00","2,017.00","-","-1.13%"
"Jul 16, 2018","2,039.50","2,039.50","2,039.50","2,039.50","-","-1.32%"
"Jul 13, 2018","2,066.75","2,088.50","2,088.50","2,088.50","-","-1.24%"
"Jul 12, 2018","2,092.75","2,081.25","2,081.25","2,081.25","-","-0.37%"
"Jul 11, 2018","2,100.50","2,089.50","2,089.50","2,089.50","-","-0.78%"
"Jul 10, 2018","2,117.00","2,115.75","2,115.75","2,115.75","0.06K","-1.37%"
"Jul 09, 2018","2,146.50","2,135.00","2,151.75","2,135.00","-","1.67%"
"Jul 06, 2018","2,111.25","2,112.00","2,112.00","2,112.00","-","0.30%"
"Jul 05, 2018","2,105.00","2,108.25","2,108.25","2,108.25","-","-0.61%"
"Jul 04, 2018","2,118.00","2,126.25","2,126.25","2,126.25","-","0.59%"
"Jul 03, 2018","2,105.50","2,105.50","2,105.50","2,105.50","-","-1.15%"
"Jul 02, 2018","2,130.00","2,130.00","2,130.00","2,130.00","-","-1.57%"
"Jun 29, 2018","2,164.00","2,175.00","2,194.50","2,155.75","0.48K","-0.79%"
"Jun 28, 2018","2,181.25","2,175.00","2,175.00","2,175.00","-","-0.81%"
"Jun 27, 2018","2,199.00","2,187.50","2,187.50","2,187.50","-","0.98%"
"Jun 26, 2018","2,177.75","2,211.25","2,211.25","2,211.25","-","0.17%"
"Jun 25, 2018","2,174.00","2,168.75","2,168.75","2,168.75","-","-0.88%"
"Jun 22, 2018","2,193.25","2,192.50","2,192.50","2,192.50","-","-0.08%"
"Jun 21, 2018","2,195.00","2,205.00","2,205.00","2,205.00","-","0.57%"
"Jun 20, 2018","2,182.50","2,186.50","2,186.50","2,186.50","-","-0.22%"
"Jun 19, 2018","2,187.25","2,196.25","2,196.25","2,196.25","-","-2.28%"
"Jun 18, 2018","2,238.25","2,248.00","2,248.00","2,248.00","-","1.46%"
"Jun 15, 2018","2,206.00","2,219.50","2,219.50","2,219.50","-","-2.55%"
"Jun 14, 2018","2,263.75","2,263.00","2,263.00","2,263.00","-","-0.94%"
"Jun 13, 2018","2,285.25","2,284.00","2,284.00","2,284.00","-","-1.03%"
"Jun 12, 2018","2,309.00","2,301.00","2,301.00","2,301.00","-","0.04%"
"Jun 11, 2018","2,308.00","2,312.00","2,312.00","2,312.00","-","0.26%"
"Jun 08, 2018","2,302.00","2,308.75","2,308.75","2,308.75","-","-0.31%"
"Jun 07, 2018","2,309.25","2,287.50","2,318.50","2,287.50","-","-1.78%"
"Jun 06, 2018","2,351.00","2,341.25","2,341.25","2,341.25","-","1.48%"
"Jun 05, 2018","2,316.75","2,330.00","2,330.00","2,330.00","-","-0.44%"
"Jun 04, 2018","2,327.00","2,319.75","2,319.75","2,319.75","-","0.39%"
"Jun 01, 2018","2,318.00","2,304.50","2,304.50","2,304.50","-","0.86%"
"May 31, 2018","2,298.25","2,298.25","2,298.25","2,298.25","-","1.04%"
"May 30, 2018","2,274.50","2,272.25","2,272.25","2,272.25","-","-0.16%"
"May 29, 2018","2,278.25","2,274.25","2,279.25","2,274.25","0.53K","0.47%"
"May 25, 2018","2,267.50","2,278.00","2,278.00","2,275.25","-","-1.10%"
"May 24, 2018","2,292.75","2,303.25","2,303.25","2,303.25","-","0.71%"
"May 23, 2018","2,276.50","2,274.50","2,274.50","2,274.50","-","0.05%"
"May 22, 2018","2,275.25","2,273.75","2,280.25","2,273.75","-","-0.68%"
"May 21, 2018","2,290.75","2,288.25","2,288.25","2,288.25","-","0.46%"
"May 18, 2018","2,280.25","2,280.25","2,280.25","2,280.25","-","-1.50%"
"May 17, 2018","2,315.00","2,323.25","2,323.25","2,323.25","-","-1.45%"
"May 16, 2018","2,349.00","2,326.50","2,326.50","2,326.50","-","0.26%"
"May 15, 2018","2,343.00","2,332.00","2,332.00","2,332.00","-","0.56%"
"May 14, 2018","2,330.00","2,318.75","2,322.00","2,318.75","-","2.25%"
"May 11, 2018","2,278.75","2,270.00","2,270.00","2,270.00","-","-2.25%"
"May 10, 2018","2,331.25","2,331.25","2,331.25","2,331.25","-","-1.92%"
"May 09, 2018","2,377.00","2,381.00","2,381.00","2,381.00","-","-0.32%"
"May 08, 2018","2,384.75","2,374.75","2,374.75","2,374.75","-","0.45%"
"May 04, 2018","2,374.00","2,350.25","2,350.25","2,350.25","-","4.35%"
"May 03, 2018","2,275.00","2,280.00","2,280.00","2,280.00","-","-2.49%"
"May 02, 2018","2,333.00","2,325.00","2,328.25","2,325.00","-","2.93%"
"May 01, 2018","2,266.50","2,251.75","2,251.75","2,251.75","-","0.13%"
"Apr 30, 2018","2,263.50","2,263.50","2,263.50","2,263.50","-","1.64%"
"Apr 27, 2018","2,227.00","2,276.25","2,300.50","2,210.25","0.02K","-2.30%"
"Apr 26, 2018","2,279.50","2,279.50","2,279.50","2,279.50","-","1.56%"
"Apr 25, 2018","2,244.50","2,230.50","2,242.75","2,230.50","-","0.90%"
"Apr 24, 2018","2,224.50","2,211.25","2,211.25","2,211.25","-","-3.11%"
"Apr 23, 2018","2,296.00","2,296.00","2,296.00","2,296.00","-","-7.61%"
"Apr 20, 2018","2,485.00","2,491.50","2,491.50","2,491.50","-","-0.54%"
"Apr 19, 2018","2,498.50","2,489.75","2,489.75","2,489.75","-","-1.94%"
"Apr 18, 2018","2,548.00","2,556.00","2,556.00","2,556.00","-","5.64%"
"Apr 17, 2018","2,412.00","2,420.00","2,420.00","2,410.00","-","0.08%"
"Apr 16, 2018","2,410.00","2,389.75","2,389.75","2,389.75","-","5.19%"
"Apr 13, 2018","2,291.00","2,331.25","2,331.25","2,331.25","0.64K","-3.37%"
"Apr 12, 2018","2,371.00","2,289.75","2,332.25","2,289.75","-","5.05%"
"Apr 11, 2018","2,257.00","2,255.25","2,255.25","2,255.25","-","2.21%"
"Apr 10, 2018","2,208.25","2,225.00","2,225.00","2,225.00","-","2.66%"
"Apr 09, 2018","2,151.00","2,117.75","2,117.75","2,117.75","-","6.16%"
"Apr 06, 2018","2,026.25","2,036.50","2,036.50","2,036.50","-","1.73%"
"Apr 05, 2018","1,991.75","1,991.75","1,991.75","1,991.75","-","0.84%"
"Apr 04, 2018","1,975.25","1,975.25","1,975.25","1,975.25","-","0.51%"
"Apr 03, 2018","1,965.25","1,983.00","1,983.00","1,983.00","0.41K","-1.28%"
"Mar 29, 2018","1,990.75","1,990.25","1,990.25","1,990.25","-","-1.04%"
"Mar 28, 2018","2,011.75","2,016.25","2,016.25","2,016.25","-","-0.76%"
"Mar 27, 2018","2,027.25","2,028.50","2,028.50","2,028.50","-","-0.44%"
"Mar 26, 2018","2,036.25","2,034.50","2,034.50","2,034.50","-","-0.02%"
"Mar 23, 2018","2,036.75","2,039.75","2,040.75","2,039.00","-","-1.22%"
"Mar 22, 2018","2,062.00","2,057.75","2,061.25","2,057.25","-","-0.36%"
"Mar 21, 2018","2,069.50","2,067.88","2,080.50","2,050.25","-","0.28%"
"Mar 20, 2018","2,063.75","2,067.88","2,069.13","2,065.13","-","-0.61%"
"Mar 19, 2018","2,076.50","2,077.38","2,079.63","2,075.13","0.11K","0.14%"
"Mar 16, 2018","2,073.50","2,066.25","2,066.25","2,061.75","0.19K","0.45%"
"Mar 15, 2018","2,064.25","2,068.50","2,069.75","2,065.75","-","-0.35%"
"Mar 14, 2018","2,071.50","2,073.25","2,073.75","2,070.00","-","-0.05%"
"Mar 12, 2018","2,072.50","2,079.25","2,079.75","2,075.25","-","-1.52%"
"Mar 09, 2018","2,104.50","2,104.88","2,106.50","2,102.63","0.05K","0.66%"
"Mar 08, 2018","2,090.75","2,094.00","2,094.50","2,091.00","0.11K","0.40%"
"Mar 07, 2018","2,082.50","2,093.00","2,093.25","2,085.75","0.62K","-2.48%"
"Mar 06, 2018","2,135.50","2,131.00","2,135.00","2,130.75","0.34K","-0.12%"
"Mar 05, 2018","2,138.00","2,137.63","2,142.75","2,135.25","0.28K","-0.29%"
"Mar 02, 2018","2,144.25","2,147.50","2,148.00","2,145.00","0.38K","0.05%"
"Mar 01, 2018","2,143.25","2,153.00","2,153.00","2,144.25","-","0.65%"
"Feb 28, 2018","2,129.50","2,126.50","2,127.50","2,121.00","0.39K","-0.47%"
"Feb 27, 2018","2,139.50","2,139.63","2,142.25","2,139.38","-","0.39%"
"Feb 26, 2018","2,131.25","2,133.00","2,134.50","2,132.25","-","-0.13%"
"Feb 23, 2018","2,134.00","2,144.50","2,145.25","2,143.25","0.85K","-2.18%"
"Feb 22, 2018","2,181.50","2,187.00","2,188.00","2,181.25","0.43K","-0.81%"
"Feb 21, 2018","2,199.25","2,206.50","2,208.75","2,200.00","-","0.61%"
"Feb 20, 2018","2,186.00","2,184.00","2,186.00","2,183.25","-","-1.26%"
"Feb 19, 2018","2,214.00","2,206.25","2,210.50","2,199.25","-","0.32%"
"Feb 16, 2018","2,207.00","2,204.25","2,206.75","2,195.50","-","2.00%"
"Feb 15, 2018","2,163.75","2,162.00","2,162.00","2,152.25","-","-0.54%"
"Feb 14, 2018","2,175.50","2,184.50","2,184.50","2,179.00","-","1.96%"
"Feb 13, 2018","2,133.75","2,140.25","2,140.50","2,137.50","-","0.47%"
"Feb 12, 2018","2,123.75","2,124.25","2,152.75","2,119.25","0.11K","-0.02%"
"Feb 09, 2018","2,124.25","2,134.75","2,135.75","2,130.25","-","-2.49%"
"Feb 08, 2018","2,178.50","2,179.75","2,180.50","2,176.25","0.60K","0.62%"
"Feb 07, 2018","2,165.00","2,165.25","2,168.25","2,163.00","0.99K","-0.45%"
"Feb 06, 2018","2,174.75","2,173.25","2,174.50","2,172.00","-","-1.72%"
"Feb 05, 2018","2,212.75","2,211.00","2,213.00","2,207.25","-","0.01%"
"Feb 02, 2018","2,212.50","2,215.75","2,217.25","2,215.75","-","-0.70%"
"Feb 01, 2018","2,228.00","2,235.50","2,238.25","2,234.25","-","0.20%"
"Jan 31, 2018","2,223.50","2,212.50","2,214.25","2,209.75","0.68K","0.70%"
"Jan 30, 2018","2,208.00","2,218.00","2,225.75","2,216.50","-","-0.83%"
"Jan 29, 2018","2,226.50","2,228.75","2,230.50","2,228.25","-","-1.47%"
"Jan 26, 2018","2,259.75","2,234.50","2,266.00","2,226.00","-","0.74%"
"Jan 25, 2018","2,243.25","2,234.50","2,237.75","2,233.75","-","-0.37%"
"Jan 24, 2018","2,251.50","2,247.50","2,248.75","2,247.25","-","0.94%"
"Jan 23, 2018","2,230.50","2,225.00","2,227.75","2,225.00","-","-0.84%"
"Jan 22, 2018","2,249.50","2,248.75","2,251.25","2,247.75","-","1.24%"
"Jan 19, 2018","2,222.00","2,222.75","2,223.50","2,220.25","0.01K","-1.11%"
"Jan 18, 2018","2,247.00","2,250.00","2,253.25","2,247.75","-","2.29%"
"Jan 17, 2018","2,196.75","2,199.25","2,200.75","2,192.75","-","0.47%"
"Jan 16, 2018","2,186.50","2,192.25","2,193.50","2,191.50","-","-1.72%"
"Jan 15, 2018","2,224.75","2,220.00","2,223.75","2,219.00","-","0.66%"
"Jan 12, 2018","2,210.25","2,211.25","2,214.50","2,208.50","-","2.08%"
"Jan 11, 2018","2,165.25","2,172.00","2,174.00","2,171.25","-","-0.24%"
"Jan 10, 2018","2,170.50","2,169.50","2,171.75","2,168.50","-","1.52%"
"Jan 09, 2018","2,138.00","2,141.75","2,145.75","2,138.50","-","-1.08%"
"Jan 08, 2018","2,161.25","2,160.75","2,162.50","2,160.75","-","-1.32%"
"Jan 05, 2018","2,190.25","2,189.50","2,192.25","2,189.25","-","-2.09%"
"Jan 04, 2018","2,237.00","2,236.25","2,236.25","2,231.25","-","0.98%"
"Jan 03, 2018","2,215.25","2,220.00","2,222.25","2,217.25","-","-1.71%"
"Jan 02, 2018","2,253.75","2,253.50","2,258.00","2,253.50","-","-0.20%"
"Dec 29, 2017","2,258.25","2,270.50","2,271.75","2,267.75","-","-0.78%"
"Dec 28, 2017","2,276.00","2,272.00","2,272.00","2,267.00","-","1.40%"
"Dec 27, 2017","2,244.50","2,235.75","2,245.00","2,235.75","0.04K","2.78%"
"Dec 22, 2017","2,183.75","2,180.75","2,181.50","2,168.25","-","2.20%"
"Dec 21, 2017","2,136.75","2,137.00","2,137.75","2,135.00","0.35K","1.26%"
"Dec 20, 2017","2,110.25","2,109.25","2,110.50","2,108.75","-","1.13%"
"Dec 19, 2017","2,086.75","2,090.00","2,091.25","2,088.75","0.35K","1.18%"
"Dec 18, 2017","2,062.50","2,062.38","2,063.63","2,061.88","-","0.34%"
"Dec 15, 2017","2,055.50","2,025.75","2,057.75","2,020.50","-","1.07%"
"Dec 14, 2017","2,033.75","2,025.75","2,028.25","2,025.00","0.31K","2.16%"
"Dec 13, 2017","1,990.75","1,995.25","1,997.75","1,993.75","-","-0.30%"
"Dec 12, 2017","1,996.75","1,998.00","1,998.25","1,995.25","-","-0.29%"
"Dec 11, 2017","2,002.50","2,011.25","2,011.25","2,008.25","-","0.46%"
"Dec 08, 2017","1,993.25","1,998.25","2,000.75","1,994.00","-","0.01%"
"Dec 07, 2017","1,993.00","1,996.75","2,002.00","1,996.75","-","-0.47%"
"Dec 06, 2017","2,002.50","2,003.75","2,008.25","2,003.75","0.16K","-1.65%"
"Dec 05, 2017","2,036.00","2,040.25","2,040.75","2,037.25","-","-0.82%"
"Dec 04, 2017","2,052.75","2,056.75","2,057.50","2,054.75","-","-0.33%"
"Dec 01, 2017","2,059.50","2,063.00","2,063.00","2,058.75","-","1.30%"
"Nov 30, 2017","2,033.00","2,031.75","2,034.75","2,029.50","1.54K","-1.05%"
"Nov 29, 2017","2,054.50","2,044.08","2,054.50","2,039.70","2.11K","-1.68%"
"Nov 28, 2017","2,089.50","2,084.75","2,089.75","2,084.75","-","-1.57%"
"Nov 27, 2017","2,122.75","2,124.00","2,124.25","2,120.50","0.22K","0.09%"
"Nov 24, 2017","2,120.75","2,119.00","2,120.25","2,118.00","0.15K","0.92%"
"Nov 23, 2017","2,101.50","2,103.75","2,103.75","2,098.50","-","0.30%"
"Nov 22, 2017","2,095.25","2,091.50","2,091.75","2,089.25","0.08K","1.20%"
"Nov 21, 2017","2,070.50","2,073.00","2,076.75","2,072.25","-","-0.19%"
"Nov 20, 2017","2,074.50","2,074.25","2,075.00","2,073.25","-","-0.86%"
"Nov 17, 2017","2,092.50","2,098.25","2,098.25","2,096.25","-","0.07%"
"Nov 16, 2017","2,091.00","2,089.88","2,099.88","2,089.88","0.41K","-0.14%"
"Nov 15, 2017","2,094.00","2,092.50","2,094.25","2,092.25","-","1.16%"
"Nov 14, 2017","2,070.00","2,078.13","2,078.88","2,070.38","0.17K","-1.29%"
"Nov 13, 2017","2,097.10","2,102.50","2,105.50","2,097.00","0.65K","0.34%"
"Nov 10, 2017","2,090.00","2,089.75","2,093.00","2,089.50","0.12K","0.63%"
"Nov 09, 2017","2,077.00","2,076.00","2,078.75","2,075.75","0.55K","-0.78%"
"Nov 08, 2017","2,093.25","2,088.13","2,092.13","2,086.38","-","-1.06%"
"Nov 07, 2017","2,115.75","2,120.25","2,121.50","2,118.25","-","-1.82%"
"Nov 06, 2017","2,155.00","2,153.50","2,155.25","2,152.00","-","-0.69%"
"Nov 03, 2017","2,170.00","2,169.63","2,173.35","2,169.60","0.00K","0.50%"
"Nov 02, 2017","2,159.10","2,159.00","2,162.25","2,158.75","0.07K","-0.62%"
"Nov 01, 2017","2,172.50","2,159.75","2,164.00","2,157.50","-","1.22%"
"Oct 31, 2017","2,146.25","2,150.63","2,153.50","2,149.63","0.32K","-0.14%"
